prompt,category,response,extract_atomic_unit_prompt,parsed_response,atomic_units,true_answer,yesno,hallucinated_atomic_units
"Is 11411 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 19121 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, No/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  No/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13 ","['no', 3, 3, 7, 13]", ,['no'],"['no', 3, 3, 7, 13]"
"Is 5479 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 3821 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13 ","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 4861 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13 ","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 9419 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13 ","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 2647 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13 ","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 3671 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13 ","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 8447 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, No/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  No/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13 

 <Contextsame as previous): No/n  ","['no', 3, 3, 7]", ,['no'],"['no', 3, 3, 7]"
"Is 12301 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13 ","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 14533 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 13879 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13 ","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 16249 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13 ","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 16729 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 19997 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 1559 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, No/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  No/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13","['no', 3, 3, 7, 13]", ,['no'],"['no', 3, 3, 7, 13]"
"Is 15299 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13  ","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 19231 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, No/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  No/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13","['no', 3, 3, 7, 13]", ,['no'],"['no', 3, 3, 7, 13]"
"Is 6983 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 14347 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13 ","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 9067 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13"">","['yes', 3, 3, 7]", ,['yes'],"[3, 3, 7]"
"Is 6581 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, No/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  No/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13","['no', 3, 3, 7, 13]", ,['no'],"['no', 3, 3, 7, 13]"
"Is 11981 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13 ","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 15859 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, Yes/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  Yes/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","3, 3, 7, 13","['yes', 3, 3, 7, 13]", ,['yes'],"[3, 3, 7, 13]"
"Is 18731 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, No/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  No/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","7, 13","['no', 7, 13]", ,['no'],"['no', 7, 13]"
"Is 12037 a prime number? First, respond with yes or no. If no, then provide its factorization.",primality, No. The factors of 12037 are: 1 * 12037 = 12037/n ,"<Context>: 7411 is not a prime number. It can be factorized as 3 × 3 × 7 × 13.  <Instruction>:  What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: 3, 3, 7, 13 

 <Context>:  No. The factors of 12037 are: 1 * 12037 = 12037/n  <Instruction>: What are the factors proposed in the above text? Just list them separated by commas. 

 <Response>: ","1, 12037","['no', 1, 12037]", ,['no'],"['no', 1, 12037]"
