prompt,name,response
Tell me a bio of Blair Tugman,Blair Tugman," Blair Tugman is a well-known American actor, writer, and director. He was born on August 10, 1970, in Los Angeles, California. Tugman began his career in the entertainment industry as a child actor, appearing in numerous television shows and films throughout the 1980s and 1990s.

Tugman's breakout role came in 1995 when he starred"
Tell me a bio of Tom Coburn,Tom Coburn,"Sure, Tom Coburn was a United States Senator from Oklahoma from 2005 to 2015. He was born on March 14, 1949, in Muskogee, Oklahoma, and grew up in a family of modest means. Coburn graduated from Oklahoma State University and the University of Oklahoma College of Medicine, and served in the United States Navy as a doctor during the Vietnam War. After his military service, he practiced family medicine"
Tell me a bio of Mamunul Islam,Mamunul Islam," Mamunul Islam is a Bangladeshi cricketer who has played for the Bangladesh national team since 2010. He is a right-handed batsman and a wicket-keeper.

Mamunul was born on March 10, 1989, in Dhaka, Bangladesh. He began his cricketing career at a young age and quickly rose through the ranks of Bangladesh's"
Tell me a bio of Umika Kawashima,Umika Kawashima," Umika Kawashima is a Japanese singer-songwriter and musician. She was born on February 27, 1987, in Tokyo, Japan. Kawashima began her music career in 2005, releasing her debut single ""Kawa"" in August of that year. Since then, she has released several albums and singles, including ""Umika,"" ""Kawashima Umika,"" and ""Sakura."""
Tell me a bio of Grayston Burgess,Grayston Burgess," Grayston Burgess is a prominent American actor, best known for his roles in the films ""The Matrix"" and ""The Matrix Reloaded."" Burgess was born on May 30, 1970, in Los Angeles, California. He began his acting career in the early 1990s, appearing in small roles on television and in independent films. His breakthrough role came in 1999 when he was cast as the character Cypher in"
Tell me a bio of David Oyite-Ojok,David Oyite-Ojok," David Oyite-Ojok is a Kenyan economist and the current Secretary General of the United Nations Conference on Trade and Development (UNCTAD). He was born on August 15, 1957, in Kisumu, Kenya. Oyite-Ojok holds a Bachelor of Arts degree in Economics from the University of Nairobi and a Master of Arts degree in Economics from the University of Sussex in the United"
Tell me a bio of Thomas Piketty,Thomas Piketty," Thomas Piketty is a French economist and professor at the Paris School of Economics. He is best known for his work on economic inequality and the distribution of wealth. Piketty's most famous book, ""Capital in the Twenty-First Century,"" was published in 2013 and became a bestseller. In the book, Piketty argues that the rate of return on capital is greater than the rate of economic growth, leading"
Tell me a bio of Richard Kuklinski,Richard Kuklinski," Richard Kuklinski, also known as the ""Iceman,"" was born on June 11, 1935, in Newark, New Jersey. He was a notorious American serial killer who is believed to have murdered between 100 and 200 people during his lifetime.

Kuklinski grew up in a troubled home, with an abusive father and a mother who was institutionalized for mental illness"
Tell me a bio of Ki Fitzgerald,Ki Fitzgerald," Ki Fitzgerald is a renowned American artist, curator, and educator. Born in 1964 in New York City, Fitzgerald has been active in the art world for over three decades.

Fitzgerald received her BFA from the School of Visual Arts in New York City and her MFA from Yale University. She has exhibited her work extensively in the United States and abroad, including at the Museum of Modern Art, the"
Tell me a bio of Chris Cuomo,Chris Cuomo," Chris Cuomo is an American television journalist and attorney. He is the anchor of CNN's primetime news program ""Cuomo Prime Time"" and a correspondent for ""Anderson Cooper 360°.""

Born on December 9, 1970, in Queens, New York, Cuomo graduated from Yale University and received his Juris Doctor degree from Fordham University School of Law.

Prior to joining CNN, Cuomo"
Tell me a bio of Adnan Sami,Adnan Sami," Adnan Sami is a Pakistani singer, musician, and composer who was born on October 15, 1971, in London, England. His father, Ustad Ghulam Mustafa Khan, was a renowned classical singer, and Adnan began learning music at a young age. He started his professional career in the early 1990s as a keyboard player and composer for various Pakistani bands and artists.

In"
Tell me a bio of Krystyna Szczepańska,Krystyna Szczepańska," Krystyna Szczepańska was a Polish mathematician and computer scientist who made significant contributions to the field of theoretical computer science, particularly in the areas of automata theory, formal languages, and programming languages.

Born in 1931 in Warsaw, Poland, Szczepańska received her PhD in mathematics from the University of Warsaw in 1957. She went on to hold positions at various universities in Poland and the"
Tell me a bio of Rangi Te Kanawa,Rangi Te Kanawa," Sure, here is a brief bio of Dame Kiri Te Kanawa:

Dame Kiri Te Kanawa is a New Zealand soprano who was born on August 6, 1944, in Gisborne, New Zealand. She began singing as a child in her local church choir and went on to study music at the University of Auckland. After completing her studies, she moved to London to pursue a career in opera.
"
Tell me a bio of Mohamed Abdi Mohamed,Mohamed Abdi Mohamed," Mohamed Abdi Mohamed, also known as Abdi Illey, is a Somali politician and former President of Puntland. He was born on August 1, 1952, in the Burtinle district of Puntland, Somalia.

Mohamed Abdi Mohamed studied at the University of Mogadishu and later earned a degree in law from the University of Khartoum in Sudan. He began his political"
Tell me a bio of Griselda Blanco,Griselda Blanco," Griselda Blanco, also known as the ""Cocaine Godmother,"" was a notorious drug trafficker and criminal who was born in Cartagena, Colombia in 1943. She became one of the most powerful and feared drug lords in the Miami drug trade during the 1970s and 1980s, earning millions of dollars through her illegal activities. Blanco was known for her ruthless tact"
Tell me a bio of Jimmy Weldon,Jimmy Weldon," Jimmy Weldon is an American actor, comedian, and voice actor. He is best known for his work on the children's television show ""Sesame Street,"" where he has played various characters since 1972. Weldon has also provided voices for other animated shows and films, including ""The Simpsons,"" ""Rugrats,"" and ""The Lion King."" He has won several awards for his work, including multiple Emmy Awards and a"
Tell me a bio of Steve Cummins,Steve Cummins," Steve Cummins is a well-known American professional wrestler, best known for his time in WWE, where he performed under the ring name ""Curt Hennig"". Born on February 7, 1956, in Buffalo, New York, Cummins began his wrestling career in the 1970s, working for various independent promotions before joining the WWF (now WWE) in 1984.

"
Tell me a bio of Pallavi Joshi,Pallavi Joshi," Sure, Pallavi Joshi is an Indian actress who has been active in the film industry since the early 2000s. She was born on March 24, 1982, in Mumbai, India, and began her acting career in the early 2000s with small roles in Bollywood films.

Joshi gained wider recognition with her breakout role in the 2006 film ""Taare Zame"
Tell me a bio of Sofiane Feghouli,Sofiane Feghouli," Of course! Sofiane Feghouli is an Algerian professional footballer who plays as a winger or attacking midfielder for Chinese Super League club Henan Jianye and the Algeria national team.

Born on October 9, 1993, in Blida, Algeria, Feghouli began his career at ASO Chlef before moving to ES Sétif in 2010. He quickly established"
