prompt,name,response
Tell me a bio of Joey Jordison,Joey Jordison," 

Joey Jordison, also known as #1, was an American musician and songwriter best known as the co-founder, drummer, and primary songwriter of the heavy metal band Slipknot. He was born on April 26, 1975, in Des Moines, Iowa.

Jordison's music career began in the early 1990s when he played guitar for the band Modifidious. He later joined the band Anal Blast before co-founding Slipknot with Shawn Crahan in 1995. As the band's primary songwriter, Jordison wrote many of their most popular songs, including ""Wait and Bleed"
Tell me a bio of Ayman al-Zawahiri,Ayman al-Zawahiri," 

Ayman al-Zawahiri is an Egyptian physician, surgeon, and Islamist militant who served as the second Emir of Al-Qaeda from 2011 until his death in 2022. He was one of the most influential and prominent figures in global jihadism.

Early Life and Education:
Al-Zawahiri was born on June 19, 1951, in Maadi, Cairo, Egypt, to a middle-class family. His father, Mohammed Rabie al-Zawahiri, was a professor of pharmacology at Ain Shams University, and his mother, Umayma Azzam, came from a wealthy family."
Tell me a bio of Diego Suarez (garden designer),Diego Suarez (garden designer)," 

Diego Suarez is a renowned garden designer and landscape architect known for his stunning and innovative outdoor spaces. Born in 1965 in Madrid, Spain, Suarez developed an early passion for nature and design, which led him to pursue a degree in landscape architecture from the University of Madrid.

After completing his studies, Suarez worked with several prominent landscape architecture firms in Spain before moving to London in 1994. In London, he joined the prestigious landscape architecture firm, Dan Pearson Studio, where he honed his skills and contributed to numerous high-profile projects.

In 2003, Suarez established his own practice, Diego Suarez Landscape Architects, which quickly"
Tell me a bio of Muhammad Qutb,Muhammad Qutb," 

Muhammad Qutb (1919-2014) was an Egyptian Islamist author, scholar, and philosopher. He was the younger brother of Sayyid Qutb, another prominent Islamist thinker who was executed in 1966 for his alleged involvement in a plot to assassinate Egyptian President Gamal Abdel Nasser.

Muhammad Qutb studied at Al-Azhar University in Cairo, where he earned a degree in Islamic studies. He later pursued advanced studies in philosophy at the University of Cairo, earning a master's degree and then a Ph.D. in 1954. His doctoral thesis, titled ""The Concept of"
Tell me a bio of Daniel Alexander Cameron,Daniel Alexander Cameron," 

Daniel Alexander Cameron is an American politician who has served as the 51st Attorney General of Kentucky since 2019. He is a member of the Republican Party.

Cameron was born on November 16, 1985, in Elizabethtown, Kentucky. He earned his Bachelor's degree from the University of Louisville and his Juris Doctor (J.D.) from the Brandeis School of Law at the University of Louisville.

Before entering politics, Cameron worked as a lawyer in private practice and served as a legal counsel to U.S. Senator Mitch McConnell from 2011 to 2017. In 2017"
Tell me a bio of Ivan Perišić,Ivan Perišić," 

Ivan Perišić is a Croatian professional footballer who plays as a winger or attacking midfielder for Bayern Munich and the Croatia national team.

Born on February 2, 1989, in Split, Croatia, Perišić began his youth career at Hajduk Split before moving to Sochaux in France. He made his professional debut with Sochaux in 2009 and spent two seasons with the club.

In 2011, Perišić joined Borussia Dortmund in Germany, where he won two Bundesliga titles and one DFB-Pokal. After three seasons with Dortmund, he moved to VfL Wolfs"
Tell me a bio of Gemma Arterton,Gemma Arterton," 

Gemma Arterton is a British actress born on January 12, 1986, in Gravesend, Kent, England. She rose to fame with her breakout role as Bond Girl Strawberry Fields in the 2008 James Bond film ""Quantum of Solace"".

Arterton's early life was marked by a difficult childhood, with her parents divorcing when she was just five years old. Despite this, she found solace in acting and attended the Miskin Theatre School in Dartford, Kent. She later enrolled at the Royal Academy of Dramatic Art (RADA) in London.

After graduating from RADA"
Tell me a bio of Shin Jea-hwan,Shin Jea-hwan," 

Shin Jae-hwan is a South Korean professional footballer who plays as an attacking midfielder or winger for the South Korea national team and K League 1 club FC Seoul. Born on March 3, 1998, in Seoul, South Korea, he began his youth career at FC Seoul's academy before making his professional debut in 2017.

Throughout his early years, Shin showcased exceptional skills and speed, earning him recognition as one of the most promising young players in South Korean football. In 2019, he helped FC Seoul win the K League 1 title and was subsequently named the K League 1 Young Player of"
Tell me a bio of Nuh Omar,Nuh Omar," 

Nuh Omar is an American professional soccer player who plays as a midfielder for Major League Soccer club New York Red Bulls and the United States national team.

Born on March 28, 2002, in New York City, Omar began his youth career with New York Red Bulls Academy. He quickly rose through the ranks and made his professional debut with New York Red Bulls II in the USL Championship at just 16 years old.

In 2020, Omar signed with the New York Red Bulls' first team and has since become an integral part of their midfield. His impressive performances earned him a call-up to the United States U-"
Tell me a bio of Jeremy Corbyn,Jeremy Corbyn," Here is a brief biography of Jeremy Corbyn:

Jeremy Bernard Corbyn is a British politician who has been the Leader of the Opposition and the Labour Party since 2015. He has been the Member of Parliament (MP) for Islington North since 1983.

Early Life:
Corbyn was born on May 26, 1949, in Chippenham, Wiltshire, England. His parents were David Benjamin Corbyn and Naomi Loveday Corbyn. He was raised in a left-wing family and was influenced by his parents' socialist views from an early age.

Education:
Corbyn attended Castle House School in London and later studied at North"
Tell me a bio of Jeff Long (athletic director),Jeff Long (athletic director)," 

Jeff Long is an American athletic administrator who served as the athletic director at the University of Arkansas from 2008 to 2017. Here's his bio:

Early Life and Education:
Jeff Long was born on May 22, 1959, in Kettering, Ohio. He earned a Bachelor's degree in education from Ohio Wesleyan University in 1982 and later received his Master's degree in sports administration from Ohio State University in 1985.

Career:
Long began his career in athletics administration at Michigan State University, where he worked from 1985 to 1992. He then moved to Oklahoma University, serving"
Tell me a bio of Jackie Shroff,Jackie Shroff," 

Jackie Shroff is an Indian actor who has appeared in over 220 films in several languages, including Hindi, Tamil, Telugu, Malayalam, and Bengali. He was born on February 1, 1957, in Udgir, Maharashtra, India.

Shroff began his career as a model before entering the film industry. He made his acting debut with the 1982 film ""Swami Dada,"" but it was his role in the 1983 film ""Hero"" that brought him recognition. The film's success established him as a leading actor in Bollywood.

Throughout the 1980s"
Tell me a bio of Sami Shalom Chetrit,Sami Shalom Chetrit," 

Sami Shalom Chetrit is an Israeli poet, writer, and activist. He was born in 1962 in Morocco to a Jewish family that immigrated to Israel when he was a child. Chetrit grew up in the city of Ramla, where he experienced poverty, racism, and social marginalization.

Chetrit's writing often reflects his experiences as a Mizrahi Jew (Jews from Middle Eastern and North African countries) and his critique of Israeli society. His poetry and prose explore themes of identity, class, race, and nationality, challenging the dominant Ashkenazi (European Jewish) narrative in Israel"
