prompt,name,response
Tell me a bio of Rory Burns,Rory Burns,"#####RORY BURNS PROFILE#####
  **Date of Birth:** 19th February 1990
  **Age:** 31 years old (as of 2023)
  **Shirt Number:** 23
  **Height:** 180 cm
  **Weight:** 78 kg
  **Nationality:** English
  **Playing Role):** Opening Batter
  **Bowling Style:** Right-arm offbreak
  **Jersey Number:** 33
  #####RORY BURNS CONTRACT HISTORY AND SALARY ACCOUNT#####
  * **1st Contract):** 2012 - £20,000 per week
    + **Signing Bonus**: £50,000
    + **Retainer Payment**: £200,000 (up front)
    + **Total Payments:** £400,000
  * **2nd Contract):** 2015 - £60,000 per week
    + **Signing Bonus**: £300,000
    + **Retainer Payment**: £500,000 (up front)
    + **Performance-Based Payments:** Up to £650,000
    + **Total Payments:** £1,150,000
  * **3rd Contract):** 2019 -"
Tell me a bio of Andriy Yarmolenko,Andriy Yarmolenko,"#####Andriy Yarmalenko Bio
"
Tell me a bio of Thierry Henry,Thierry Henry,"#####Thierry Henry (French: [tjɛʁi hœ̂ːʁɛ]; born 25 August 1977) is a French former professional footballer who played as a striker. He was named the FWA Footballer of the Year in 2004 and 2005.[4] Henry won the Premier League Golden Boot three times, in the 1998–99, 1999–2000, and 2002–03 seasons, and he scored 20 or more goals in each of his final three seasons. He was also awarded the PFA Players' Player of the Year in 2003 and the FIFA World Player of the Year award in addition to the European Golden Shoe in 2002 and 2004. Henry holds the record for most assists in the Premier League with 142. In 2009, he was named in the PFA Team of the Decade alongside teammates Dennis Bergkamp, Ryan Giggs, David Beckham and Paolo Maldini.
Henry represented France's national side from 1998 to 2006, making a total of 102 appearances and scoring 51 goals until he retired from international football. He was the top scorer at the 2006 FIFA World Cup with four goals, helping France to reach the quarter-finals of the tournament. Henry earned the most votes from the public for"
Tell me a bio of Gary Woodland,Gary Woodland,"##### Full name #####, 
##### Age #####, Female : / /, Male : / /
##### Nationality #####,
##### Height ##### (cm), Weight : / / (kg).

##### Birthplace #####,
##### Date of birth : / /, Place of birth : .

1ère partie: Vie personnelle et familiale

- Tout d'abord, nous allons parler de la vie privée de Gary Woodland. Il est marié à Gabby Landfair, depuis le , et ils ont deux enfants: son fils, Jaxson, né en  et sa fille, Addelyn, née en .
Woodland a déclaré que la famille était sa principale motivation dans sa carrière de golfeur.
- En second lieu, nous allons prendre en compte la vie professionnelle de Gary Woodland.
2ème partie: Carrière de joueur de golf
- Nous commençons par une des premières apparitions de Woodland sur le circuit PGA: le 
PGA Championship en 2013, où il est  en 2014.
-"
Tell me a bio of James Theodore Bent,James Theodore Bent,"##### James Theodore Bent (14 May 1817 – 22 November 1898) was an English explorer, best known as a member of the joint Victorian Australian Exploring Expedition in 1859.
"
Tell me a bio of Kajal Aggarwal,Kajal Aggarwal,"#####Kajal Aggarwal is an Indian actress who appears in Tamil, Telugu, Hindi and Kannada films. She made her acting debut in the 2004 Bollywood film Kyun! Ho Gaya Na... Pyar Mohabbat. She has appeared in several commercially successful films including Chandamama, Shivaji: The Boss, Govindudu Andarivaadele, Dhee and Magadheera (2009), which is one of the highest-grossing South Indian movies of all time.
"
Tell me a bio of Danny Faure,Danny Faure,"##### Danny Faure - Wikipedia #####
"
Tell me a bio of Vicente Guerrero,Vicente Guerrero,"##### VICENTE GUERRERO'S BIO #####
Vicente Guerrero Biography
Full Name: Vicente Guerrero
Birth Date: 1781
Birth Place: Amatlan, Mexico
Nationality: Mexican
Category: Politician
Role: President of Mexico
Allegiance: Independent
Terms: 1829 - 1833, 1837 - 1840
Political party: Liberal Party, National Liberation Party
Age: 70 years old
Vicente Guerrero was born in Amatlan, Mexico, in 1781. He was a prominent leader of the Mexican independence movement and later became the first president of independent Mexico.
Guerrero studied law in Spain but was forced to return to Mexico due to his involvement in revolutionary activities. In 1810, he joined the insurgent army and took part in the siege of Montezuma castle. After the Spanish surrender, he served in the Congress of Chilpancingo and played a key role in the drafting of the new Mexican constitution.
In 1829, Guerrero became the first president of Mexico when he led a revolution against the ruling junta. He is remembered as one of the greatest leaders of the Mexican independence movement for"
Tell me a bio of Ilhan Omar,Ilhan Omar,"#####BIO OF ILHAN OMAR#####
Ilhan Abdullahi Omar (/ˈɪlən oʊˈræm/; born October 4, 1982) is an American politician and member of the Democratic Party who has served as the U.S. representative from Minnesota's 5th congressional district since 2019.[1] First elected in 2018, she is the first Somali-American, the first African refugee, and the first naturalized citizen to serve in the U.S. House of Representatives.[2]

Omar joined Congress in January 2019 as the first Muslim woman to serve in the United States Congress.[3] She serves on the Committee on Education and Labor, the Permanent Select Committee on Intelligence, the Committee on Foreign Affairs, the Committee on the Judiciary, the Committee on Ways and Means,[4] and the Select Committee on Economic Disparity and Fairness in Growth.

Born in Mogadishu, Somalia, Omar arrived in the United States as a refugee in 1995 when she was 12 years old. She settled in Minneapolis, where she attended college and met her husband Ahmed Abdisalan Hirsi. The couple have two children. Following her graduation from North Dakota State University in 2006, Omar"
Tell me a bio of Nelson Mandela,Nelson Mandela,"##### Nelson Rolihlahla Mandelavalidity : July 18, 1929 – 05/12/2013) was a South African anti-apartheid revolutionary, politician, and philanthropist, who served as President of South Africa from 1994 to 1999. He was the country's first black president and the first elected in a fully representative democratic election.
"
Tell me a bio of Joey Jordison,Joey Jordison,"##### Joseph Michael ""Joey"" Jordison (May 11, 1991 – July 26, 2021) was an American musician, best known as the founding drummer of American heavy metal band Slipknot.

Jordison is widely regarded as one of the most influential and innovative drummers in modern rock and metal music.[2] He is considered by The Times to be among the greatest drummers of all time,[3] and Rolling Stone placed him at No. 33 in their list of ""The 100 Greatest Drummers of All Time"".[4]
"
Tell me a bio of Ayman al-Zawahiri,Ayman al-Zawahiri,"#####
"
Tell me a bio of Diego Suarez (garden designer),Diego Suarez (garden designer),"##### DESCRIPTION #####
Diego Suárez is a leading garden designer based in London. He has created award-winning gardens all over the world, from England to Switzerland and the United States. Suárez's designs are known for their elegance, attention to detail, and use of natural materials. His work has been featured in numerous magazines and books on gardening. In addition to his design work, Suárez teaches at the Royal Botanic Gardens, Kew, and is a frequent guest speaker at gardening events around the world. ##### BIO #####
Diego Suárez was born in Bogotá, Colombia, in 1970. He studied landscape architecture at the Universidad Nacional de Colombia before moving to England in 1996 to pursue a master's degree in garden history at the University of Edinburgh. It was during this time that he discovered his passion for garden design. After completing his master's degree, Suárez worked as a gardener in Scotland before moving to London to begin his career as a garden designer.
In 2003, Suárez established his own garden design practice in London. Since then, he has designed award-winning gardens throughout England and abroad. Suárez's work has been recognized with several awards, including the Best"
Tell me a bio of Muhammad Qutb,Muhammad Qutb,"##### Muhammad Qutb
"
Tell me a bio of Daniel Alexander Cameron,Daniel Alexander Cameron,"##### Daniel Alexander Cameron
<bot>: Daniel Alexander Cameron (1780-1854) was the first Black man to settle in Seattle, Washington. He was born a slave in Virginia in 1780 but escaped to freedom in the North in 1800. Cameron moved to New York City and became a successful barber. In 1843, Cameron heard about the opportunities in the Oregon Country and decided to move to the Pacific Northwest. He arrived in Portland in 1844 and traveled up the Columbia River to Fort Vancouver.

Cameron quickly realized that the land north of the Columbia River was unsuitable for farming and he decided to settle across from present-day Vancouver, Washington. He purchased 160 acres of land near the present-day intersection of Fourth Plain Boulevard and NE 137th Avenue. On May 28, 1847, Cameron applied for a land claim for the 160 acres he owned across from the fort. His application was approved on October 1, 1847, and he became the first known African American to settle in what is now the State of Washington.

Cameron built a cabin on his land and lived there with his wife, Nancy, and their eight children. He farmed the land and raised livestock, becoming an important member of the community. Cameron was active"
Tell me a bio of Ivan Perišić,Ivan Perišić,"#####BIO OF IVAN PERIŠIĆ#####
"
